INTEGRINS IN ANGIOGENESIS	AVB3_INTEGRIN_PATHWAY	SPP1,COL13A1,COL9A3,KDR,PIK3CA,COL4A3,VCL,CASP8,COL11A1,IRS1,COL6A2,ILK,COL16A1,F11R,COL11A2,COL5A1,RHOA,COL6A1,PTK2B,ANGPTL3,VAV3,COL4A4,GPR124,EDIL3,AKT1,PI4KB,FGF2,PIK3C2A,COL4A6,CSF1R,TLN1,COL9A2,COL8A1,PXN,COL3A1,COL4A5,TGFBR2,COL12A1,COL1A1,MAPK1,COL7A1,COL6A3,COL2A1,CSF1,PI4KA,COL1A2,COL8A2,COL10A1,BCAR1,COL14A1,FN1,MAPK3,COL15A1,COL4A1,HSP90AA1,PIK3R1,RPS6KB1,VEGFA,COL9A1,RAC1,IGF1,PTPN11,COL5A2,SRC,ITGAV,PTK2,CBL,CDKN1B,COL17A1,MFGE8,ROCK1,IGF1R,SDC1,ITGB3,VTN
INTERNALIZATION OF ERBB1	ERBB1_INTERNALIZATION_PATHWAY	SHC1,PIK3R1,AMPH,SRC,ITSN1,UBE2D2,PIK3CB,SPRY2,PIK3CD,HRAS,TSG101,ZFYVE28,DNM1,RAF1,PIK3R2,PIK3R3,KRAS,PTK2,SYNJ1,NRAS,SOS1,SH3KBP1,EPN1,PIK3CA,EPS15,UBE2D3,STAMBP,EGFR,ARHGEF7,HGS,RAB5A,CBL,LRIG1,CBLB,CDC42,EGF,UBE2D1,GRB2,SH3GL2,CHMP3,USP8
JNK SIGNALING IN THE CD4+ TCR PATHWAY	TCRJNKPATHWAY	CRKL,MAPK8,MAP3K1,CRK,MAP4K1,MAP2K4,GRAP2,LAT,MAP3K7,MAP3K8,JUN,DBNL,LCP2,PRKCB
LISSENCEPHALY GENE (LIS1) IN NEURONAL MIGRATION AND DEVELOPMENT	LIS1PATHWAY	RELN,CSNK2A1,CDK5R2,LRPAP1,IQGAP1,LRP8,PLA2G7,CLIP1,YWHAE,MAP1B,RAC1,RHOA,PAFAH1B3,PAFAH1B1,DYNLT1,KATNA1,DAB1,NDEL1,DCX,PPP2R5D,CDK5R1,VLDLR,PAFAH1B2,CDK5,DYNC1H1,CDC42,CALM1,CALM2,CALM3,ABL1,NUDC
LKB1 SIGNALING EVENTS	LKB1_PATHWAY	MLST8,BRSK1,PRKAG1,YWHAQ,STRADA,MARK2,MARK4,MST4,CREB1,SIK1,MAPT,ESR1,YWHAE,CRTC2,SMAD4,HSP90AA1,TSC2,CAB39,SFN,CDC37,PRKACA,STRADB,CTSD,YWHAB,MTOR,PRKAB1,RPTOR,STK11IP,EZR,PRKAA1,SIK3,AKT1S1,YWHAG,TP53,PSEN2,MYC,PRKAA2,STK11,SIK2,GSK3B,YWHAZ,ETV4,SMARCD3,BRSK2,YWHAH,TSC1,MAP2
LPA RECEPTOR MEDIATED EVENTS	LYSOPHOSPHOLIPID_PATHWAY	BCAR1,PLCB3,GNAI3,GSK3B,RELA,PTK2,ADCY1,LYN,ADCY7,PLD2,GNA12,GNAO1,HRAS,ADCY4,ADCY2,NFKBIA,NFKB1,ADCY8,EGFR,LPAR3,LPAR1,LPAR4,ADRA1B,GNB1,CRK,PRKCD,IL6,AKT1,PLCG1,TIAM1,ARHGEF1,GNA14,GNA11,LPAR2,ADCY9,RHOA,MMP9,GNAZ,PIK3CB,MMP2,PIK3R1,GNAI1,PTK2B,PRKCE,PXN,PRKD1,FOS,IL8,GAB1,ADCY6,JUN,RAC1,GNAI2,ADCY5,GNA13,GNAQ,MAPT,ADCY3,HBEGF,CASP3,GNA15,SRC,GNG2,TRIP6,SLC9A3R2
LPA4-MEDIATED SIGNALING EVENTS	LPA4_PATHWAY	LPAR4,PRKACA,ADCY1,RPS6KA5,ADCY3,PRKCE,ADCY8,ADCY4,CREB1,ADCY7,GNAL,ADCY2,ADCY6,ADCY9,ADCY5
MTOR SIGNALING PATHWAY	MTOR_4PATHWAY	AKT1S1,KRAS,FBXW11,RRAGA,CLIP1,DEPTOR,CCNE1,PML,RPS6KB1,PXN,MAPK1,MAPKAP1,YWHAG,EEF2K,PLD2,MAP2K2,POLDIP3,ULK1,BRAF,PPARGC1A,EIF4B,ATG13,TSC2,YWHAZ,PDCD4,YWHAQ,EIF4EBP1,SSPO,SGK1,EIF4E,HRAS,PRKCA,BNIP3,ULK2,RPS6KA1,YY1,PRR5,RAC1,YWHAH,MAPK3,CYCS,PDPK1,RAF1,EIF4A1,SREBF1,RRAGD,TSC1,RHOA,IKBKB,RPTOR,MAP2K1,RICTOR,CDK2,RHEB,MLST8,RRAGC,NRAS,DDIT4,SFN,RRN3,RRAGB,MTOR,PLD1,RB1CC1,EEF2,AKT1,YWHAE,IRS1,YWHAB
N-CADHERIN SIGNALING EVENTS	NCADHERINPATHWAY	CTNND1,CDH2,FGFR1,GSN,CALM1,CALM2,CALM3,PIK3CA,GRIA2,AXIN1,CTTN,MAPK8,PIP5K1C,DAGLA,GAP43,PIK3R1,CTNNB1,GJA1,FER,CDC42,RAC1,MYL2,LRP5,MAPRE1,PLCG1,CNR1,DCTN1,ROCK1,PTPN1,CTNNA1,DAGLB,JUP,KIF5B,CAMK2G,RHOA,PTPN11
NECTIN ADHESION PATHWAY	NECTIN_PATHWAY	MLLT4,PTPRM,RAC1,CTNNA1,ITGAV,CLDN1,TLN1,RAP1A,RAP1B,RAPGEF1,PDGFB,PVRL1,F11R,PIP5K1C,VAV2,PVR,CDH1,PTK2,CTNNB1,PDGFRB,ITGB3,FARP2,PVRL2,PVRL3,PIK3R1,SRC,CDC42,PIK3CA,CRK,IQGAP1
NEPHRIN/NEPH1 SIGNALING IN THE KIDNEY PODOCYTE	NEPHRIN_NEPH1_PATHWAY	PIK3R1,PIK3CB,PIK3CA,NPHS1,TJP1,TRPC6,PLCG1,CD2AP,RAC1,MAPK9,GRB2,PIK3CD,NCK2,MAP2K4,PRKCI,AKT1,FYN,NCK1,PIK3R3,BAD,PARD6A,F2RL2,NPHS2,MAPK8,WASL,JUN,KIRREL,PIK3R2,ARRB2,PRKCZ,MAPK10
NETRIN-MEDIATED SIGNALING EVENTS	NETRIN_PATHWAY	NTN1,PTK2,WASL,CDC42,AGAP2,TRIO,PLCG1,FYN,NCK1,UNC5C,PAK1,BCAR1,UNC5B,MAPK3,PITPNA,YES1,RAC1,MYO10,CAMK2A,MAP2K2,PIK3R1,DCC,DOCK1,RHOA,PIK3CA,MAP1B,ELMO1,MAP2K1,DAPK1,MAPK1,UNC5A,SRC
NEUROTROPHIC FACTOR-MEDIATED TRK RECEPTOR SIGNALING	TRKRPATHWAY	ABL1,RASA1,CRKL,KRAS,NTF4,MAP2K1,RHOA,ELMO1,STAT3,GIPC1,NTRK3,SOS1,HRAS,RAP1A,MATK,GAB1,CRK,RHOG,PRKCI,MAPK3,NTRK1,CDC42,ARHGAP32,NGFR,DNAJA3,NEDD4L,GAB2,NTF3,MAPK1,CCND1,DNM1,MAGED1,RIT2,DOCK1,NRAS,NTRK2,RIT1,RAP1B,MCF2L,DYNLT1,SHC1,SHC2,SQSTM1,PIK3R1,PTPN11,PRKCZ,SHC3,RGS19,SH2B1,PIK3CA,TIAM1,EHD4,FAIM,GRB2,RASGRF1,RAC1,FRS2,BDNF,NGF,FRS3,PLCG1,RAPGEF1
NONCANONICAL WNT SIGNALING PATHWAY	WNT_NONCANONICAL_PATHWAY	YES1,PRKCZ,MAP3K7,TAB2,FLNA,CSNK1A1,CDC42,DAAM1,FZD7,WNT5A,ROR2,NFATC2,SETDB1,NLK,ROCK1,RAC1,ARRB2,FZD5,MAPK8,CHD7,MAPK9,PPARG,CAMK2A,DVL1,RHOA,FZD6,CTHRC1,DVL2,DVL3,FZD2,TAB1,MAPK10
NONGENOTROPIC ANDROGEN SIGNALING	AR_NONGENOMIC_PATHWAY	MAPK1,PLCB1,GNAI1,PLCG1,PIK3CA,GNG2,GNRH1,MAPK3,RAC1,HRAS,GNAI2,MAP2K1,PTK2,AR,AKT1,PELP1,SHBG,SRC,GNAI3,CDC42,RAF1,CREB1,GNAZ,PLCB2,GNAO1,PLCB3,PIK3R1,FOS,GNB1,PLCG2,MAP2K2
NOTCH SIGNALING PATHWAY	NOTCH_PATHWAY	NCOR1,NOTCH1,DTX1,FURIN,SSPO,DLL1,DNM1,PTCRA,RAB11A,NEURL,CTBP1,FBXW7,NUMB,CBL,MFAP2,MYCBP,DLL4,MAML1,SPEN,MYC,SKP2,CNTN6,NOTCH2,PSEN1,MAML2,YY1,GATA3,ENO1,ITCH,IL4,APH1B,LNX1,NCOR2,RBPJ,CDKN1A,JAG2,ADAM12,DLK1,EPS15,DNER,SKP1,NOTCH3,RBBP8,NOTCH4,JAG1,APH1A,DLL3,PSENEN,MFAP5,NCSTN,CCND1,EP300,HDAC1,MARK2,MIB1,ADAM10,CUL1,CNTN1,KDM1A
NOTCH-MEDIATED HES/HEY NETWORK	HES_HEYPATHWAY	HES6,NOTCH1,TWIST1,RB1,PARP1,MAML2,HDAC1,MYB,NCOR2,HEY1,KDR,YY1,MAML1,MYOD1,GATA4,NCOR1,PTF1A,CD4,NCOA1,SPEN,GATA1,AR,ASCL1,HES1,RBBP8,TLE1,RCAN1,KDM1A,GHR,BGLAP,RBPJ,CDKN1B,CAMK2D,CREBBP,ID1,RUNX2,GATA6,E2F1,HIF1A,ARNT,TCF3,GAA,HEY2,CTBP1,JAK2,STAT3,EP300,NEUROG3
OSTEOPONTIN-MEDIATED EVENTS	AVB3_OPN_PATHWAY	VAV3,SYK,PLAU,MAPK8,ITGB3,MMP9,ROCK2,MAPK3,RELA,PTK2B,CHUK,MMP2,ITGAV,PIK3R1,SPP1,BCAR1,CD44,MAP3K1,NFKB1,FOS,CDC42,MAP3K14,MAPK1,JUN,NFKBIA,RHOA,RAC1,GSN,PIP5K1A,PIK3CA,ILK
P38 MAPK SIGNALING PATHWAY	P38_MKK3_6PATHWAY	TAOK1,GADD45B,TAB1,MAP3K5,MAP3K10,TXN,MAP3K3,MAP3K7,TAB2,MAP3K6,TRAF2,TRAF6,MAP2K6,MAP3K4,TAOK3,CCM2,MAPK11,MAP2K3,CAMK2B,RAC1,GADD45G,GADD45A,MAP3K1,MAPK14,ATM,CALM1,CALM2,CALM3,TAOK2
P38 SIGNALING MEDIATED BY MAPKAP KINASES	P38_MK2PATHWAY	YWHAZ,MAPKAPK2,LSP1,YWHAG,CREB1,TCF3,MAPK11,SRF,TH,RAF1,SFN,MAPK14,CDC25B,YWHAE,YWHAB,HSPB1,YWHAQ,ETV1,MAPKAPK3,TSC2,YWHAH
P53 PATHWAY	P53REGULATIONPATHWAY	PIN1,GSK3B,MAPK9,YY1,CSNK1D,CREBBP,TTC5,HIPK2,CSE1L,CSNK1E,TP53AIP1,CHEK1,CSNK1G3,NEDD8,CSNK1G1,SMYD2,PRMT5,CCNG1,MAPK14,MAPK8,ABL1,RASSF1,DYRK2,UBE2D1,RFWD2,AKT1,CSNK1G2,CDKN2A,DAXX,TP53,EP300,KAT8,FBXO11,CDK2,MDM2,RPL23,PPP1R13L,RPL5,KAT5,ATR,MDM4,E4F1,SETD7,USP7,CCNA2,KAT2B,TRIM28,HUWE1,PPP2CA,PRKCD,RPL11,SKP2,PPP2R4,CHEK2,CSNK1A1,RCHY1,ATM,PPM1D,SETD8
P63 TRANSCRIPTION FACTOR NETWORK	P63PATHWAY	TP63
P73 TRANSCRIPTION FACTOR NETWORK	P73PATHWAY	TP53I3,ADA,FAS,PML,GRAMD4,D4S234E,PFDN5,WT1,EP300,PPAP2A,GATA1,YAP1,BIN1,GDF15,FBXO45,RCHY1,BAX,IL4R,MDM2,FLOT2,PLK3,CCNB1,S100A2,AFP,RNF43,MAPK11,TP73,KAT5,CDK6,SERPINE1,WWOX,BRCA2,CCNA2,GNB2L1,SIRT1,PIN1,BUB3,MYC,AEN,CDK1,MAPK14,DEDD,BBC3,CLCA2,JAG2,ABL1,PRKACB,CDK2,DCP1B,BCL2L11,PLK1,SFN,HEY2,JAK1,RELA,NDUFS2,ITCH,NEDD4L,PEA15,SP1,HAGH,TP53AIP1,RB1,NTRK1,RAD51,TP63,FASN,CHEK1,BAK1,IL1RAP,HSF1,UBE4B,SERPINA1,CCNE2,BUB1,FOXO3,TUBA1A,CDKN1A,CASP2
P75(NTR)-MEDIATED SIGNALING	P75NTRPATHWAY	MAPK10,CHUK,SORT1,APH1A,BCL2L11,NDN,MAG,CASP6,NDNL2,E2F1,NGF,BIRC2,CASP3,MAPK9,PRDM4,MAGED1,APAF1,NTF4,RHOA,IKBKG,BEX1,CYCS,AKT1,MYD88,PSEN1,LINGO1,IRAK1,RTN4R,SQSTM1,RTN4,TP53,PIK3CA,ADAM17,NTRK1,MMP3,PRKACB,MMP7,BIRC3,PLG,RHOC,BAD,APP,IKBKB,SHC1,NGFRAP1,ARHGDIA,BDNF,FURIN,PRKCZ,SMPD2,XIAP,RIPK2,CASP9,OMG,ZNF274,APH1B,DIABLO,NTF3,PSENEN,PRKCI,NGFR,TRAF6,NCSTN,MAGEH1,MAPK8,PIK3R1,RHOB,YWHAE,RAC1
PAR1-MEDIATED THROMBIN SIGNALING EVENTS	THROMBIN_PAR1_PATHWAY	GNB1,ARHGEF1,GNAZ,GNAQ,PKN1,ADRBK2,GNA13,SNX1,AKAP13,GNAO1,PRKCB,TRPC6,NOS3,GNA14,GNAI2,ROCK1,PRKCA,PLCB2,PLCB1,ARRB1,GNA12,GNAI3,PIK3CA,RHOA,PRKCG,F2R,DNM1,PRKCD,MYL2,GNG2,PIK3R1,PLCB3,ROCK2,GNA15,F2,GNAI1,ZYX,F2RL2,DNM2,GNA11,SNX2,ARHGDIA,VASP
PAR4-MEDIATED THROMBIN SIGNALING EVENTS	THROMBIN_PAR4_PATHWAY	GNB1,GNA13,GNA14,F2,ROCK2,MYL2,GNG2,PLCB2,F2RL2,GNA15,F2RL3,GNA11,GNAQ,RHOA,ROCK1
PDGF RECEPTOR SIGNALING NETWORK	PDGF_PATHWAY	PDGFRB,PDGFA,PDGFC,PDGFRA,PDGFB,PDGFD
PDGFR-ALPHA SIGNALING PATHWAY	PDGFRAPATHWAY	JUN,PLCG1,CRK,CSNK2A1,IFNG,ELK1,PDGFRA,FOS,PIK3CA,PIK3R1,CAV1,CAV3,ITGAV,JAK1,RAPGEF1,SHF,SOS1,CRKL,GRB2,SRF,SHC1,SHB
PDGFR-BETA SIGNALING PATHWAY	PDGFRBPATHWAY	YWHAH,MAPK3,DOCK4,LCK,STAT5A,SHC1,MAPK1,IQGAP1,MAP2K4,MYC,KRAS,BLK,ARPC5,PIK3R3,SIPA1,SLC9A3R1,HCK,NCKAP1,USP6NL,GRB2,CSK,ARPC2,PIK3CG,EIF2AK2,PRKCD,SRC,PAG1,BAIAP2,YWHAG,LYN,RAC1,DOK1,PIK3R2,ELK1,PRKCA,ARPC4,PIK3CA,RAP1A,ACTR2,PIK3R5,RAP1B,RAB4A,YWHAZ,PLCG1,ABL1,LRP1,RPS6KA3,ACTA2,ITGB3,HRAS,RAF1,SRF,MAP2K7,PIK3R1,SLA,BRK1,RHOA,PPP2R2B,MAP2K2,RASA1,YWHAB,ABI1,CYFIP2,JUN,EPS8,RAPGEF1,SLC9A3R2,PIK3CD,STAT1,PTPRJ,ACTN4,MAP2K1,RAB5A,STAT5B,BRAF,JUND,BCAR1,GRB10,NCK2,PAK1,PDGFRB,GAB1,PRKCE,KSR1,CRK,SPHK1,YES1,FYN,MAPK10,MLLT4,MAPK8,PIK3CB,S1PR1,PLA2G4A,PTPN1,PDGFB,PTPN11,PTEN,NRAS,VAV2,JAK2,FGR,ITGAV,CTTN,STAT3,ARHGDIA,ACTR3,SOS1,TAGLN,ARPC1B,SFN,PPP2R1A,WASF2,DNM2,ARPC3,YWHAQ,MYOCD,CBL,PTPN2,YWHAE,PIN1,FOS,MAPK9,WASL,PIK3R6,NCK1,ARHGAP35,ARAP1,PPP2CA
PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING	ER_NONGENOMIC_PATHWAY	NOS3,ROCK2,GNB1,GNAQ,GNA13,ESR1,NRAS,ESR2,BCAR1,IGF1,SRC,AKT1,GRB2,KRAS,GNAL,GNG2,GNA11,PELP1,GNAI3,GNAO1,GNA15,MAPK11,SOS1,STRN,IGF1R,HBEGF,RHOA,MMP2,PLCB2,PIK3CA,PIK3R1,MMP9,GNA14,GNAI2,GNAZ,SHC1,PLCB3,PLCB1,MSN,GNAI1,HRAS
PLEXIN-D1 SIGNALING	PLEXIND1_PATHWAY	SEMA4A,RRAS,ITGA7,VEGFA,ITGA11,ARF6,ITGA9,PIP5K1B,NRP1,ITGA5,ITGA10,SEMA3E,ITGA6,ITGA3,ITGA4,ITGA2,PLXND1,RND2,ITGAV,ITGA1,IQSEC1,ITGB1,ITGA8,SEMA3C
PLK1 SIGNALING EVENTS	PLK1_PATHWAY	CENPE,ROCK2,PLK1,CDC25C,SPC24,BUB1B,FBXW11,KIF2A,RHOA,PPP2R1A,ERCC6L,CDK1,CLSPN,NUDC,AURKA,ODF2,CDC25B,FBXO5,GOLGA2,CCNB1,NDC80,KIF20A,FZR1,SSPO,PPP1CB,PPP2CA,PLK1S1,INCENP,TUBG1,MLF1IP,ECT2,TPT1,WEE1,NINL,PPP1R12A,SGOL1,PAK1,CDC20,BORA,TPX2,GORASP1,STAG2,PRC1,CDC14B,RAB1A,BUB1
PLK2 AND PLK4 EVENTS	PLK2_4PATHWAY	PLK2,PLK4
PLK3 SIGNALING EVENTS	PLK3_PATHWAY	CHEK2,CDC25C,CCNE1,PLK3,TP53
POLO-LIKE KINASE SIGNALING EVENTS IN THE CELL CYCLE	PLK_PATHWAY	PLK2,PLK4,PLK3,PLK1
POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY	AJDISS_2PATHWAY	GDNF,MMP7,CTNNA1,CTNNB1,ARF6,JUP,TIAM1,EGFR,GNA12,HGS,RAB7A,MEP1B,EGF,CASP3,DNM2,CTNND1,GFRA1,RAC1,FYN,HRAS,CBLL1,MET,CABLES1,SRC,NTRK2,CREBBP,BDNF,GNA13,NME1,SNX1,IGF2,CDH2,ABL1,RET,RIN2,RAB5A,IGF1R,SLIT1,MMP3,PTPN6,IQGAP1,DSP,CDH1,ROBO1,PTPN1,CDC42,ADAM10,ZBTB33
PRESENILIN ACTION IN NOTCH AND WNT SIGNALING	PS1PATHWAY	TLE1,DKK1,PPP2R5D,APH1A,JUN,DLL1,KREMEN2,SSPO,HNF1A,AES,FBXW11,DTX1,CSNK1A1,LRP6,MAP3K7,PSEN1,CTNNB1,NCSTN,WNT1,NOTCH1,DKK2,NKD1,NEDD4,FRAT1,MAPK3,MYC,FZD1,DVL1,AXIN1,FOS,TAB1,APH1B,PSENEN,CSNK2A1,WIF1,PPARD,ADAM10,RBPJ,GSK3B,CTBP1,MAPK1,CREBBP,CCND1,NLK,HDAC1,APC
PROTEOGLYCAN SYNDECAN-MEDIATED SIGNALING EVENTS	SYNDECAN_PATHWAY	SDC3,SDC4,SDC1,SDC2
RAC1 SIGNALING PATHWAY	RAC1_PATHWAY	NOXA1,ARHGDIA,ABI2,PAK1,RACGAP1,ACTR3,PIP5K1C,JUN,WASF2,MAPK14,PIP5K1B,ARPC4,NOX1,LIMK1,MAP2K4,CYBB,MAPK8,ABI1,CFL1,STAT5A,NOXO1,ACTR2,MAP2K6,PAK2,CYFIP2,IQGAP3,MAPK9,ARPC5,MAP2K7,MAP2K3,STAT3,ARPC3,PLCB2,ATF2,IQGAP1,CRK,CTNNA1,BAIAP2,WASF1,NCF2,MAP3K11,NCF1,CTNNB1,BRK1,NCKAP1,ARHGAP5,CDH1,PIP5K1A,ARPC2,BCAR1,RAC1,ARPC1B,CYBA,MAP3K1
RAPID GLUCOCORTICOID SIGNALING	RAPID_GR_PATHWAY	MAPK8,GNB1,CRH,GNAL,GNG2,MAPK11,MAPK9,MAPK14
RAS SIGNALING IN THE CD4+ TCR PATHWAY	TCRRASPATHWAY	ELK1,RAF1,HRAS,MAPK1,BRAF,MAP3K8,FOS,MAPK3,MAP2K1,PRKCB,PRKCA,PTPN7,NRAS,KRAS
REELIN SIGNALING PATHWAY	REELINPATHWAY	LRP8,ITGA3,CBL,MAPK8,MAP1B,MAP2K7,NCK2,MAPT,PIK3R1,CRKL,ARHGEF2,LRPAP1,GSK3B,VLDLR,RAPGEF1,DAB1,CDK5R1,AKT1,MAP3K11,ITGB1,RELN,RAP1A,PIK3CA,CDK5,MAPK8IP1,FYN,GRIN2B,PAFAH1B1,GRIN2A
REGULATION OF ANDROGEN RECEPTOR ACTIVITY	AR_TF_PATHWAY	NCOA1,AR,RCHY1,HDAC7,HDAC1,RXRA,APPBP2,KAT2B,GATA2,POU2F1,NR2C2,NCOA2,FOXO1,EGR1,MAP2K4,PKN1,CARM1,EP300,GSK3B,MDM2,HSP90AA1,SPDEF,RXRB,SENP1,SIRT1,MAPK8,HOXB13,CREBBP,CEBPA,SRY,KAT7,EHMT2,SRC,NR3C1,TRIM24,SMARCE1,REL,KAT5,ZMIZ2,SMARCC1,TMPRSS2,GNB2L1,PDE9A,MAPK14,KLK2,DNAJA1,NR0B1,RXRG,JUN,NR2C1,KLK3,SMARCA2,MAP2K6
REGULATION OF CDC42 ACTIVITY	CDC42_REG_PATHWAY	DOCK10,MCF2L,FARP2,ARHGEF7,DOCK11,DOCK9,DNMBP,ARHGEF9,ARHGEF6,GIT1,VAV2,RACGAP1,FGD1,PLCG1,ARHGDIA,ARHGAP1,BCAR3,NME1,APC,NGEF,ITSN2,MCF2,ITSN1,VAV3,RALBP1,DOCK6,ARHGAP17,ARHGEF25,CDC42,SPATA13
REGULATION OF CYTOPLASMIC AND NUCLEAR SMAD2/3 SIGNALING	SMAD2_3PATHWAY	SMAD4,MAPK3,KPNA2,PPM1A,CALM1,CALM2,CALM3,CTDSPL,MAP3K1,NUP153,SMAD3,NUP214,MAPK1,PIAS4,UBE2I,CTDSP2,CTDSP1,TGFBRAP1,SMAD2,KPNB1
REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION	BETACATENIN_NUC_PATHWAY	DKK1,AR,TLE1,YWHAB,MYOG,YWHAZ,SALL4,T,TERT,ZCCHC12,IGF2BP1,FGF4,CYR61,DVL3,KLF4,XPO1,CDH1,CTBP1,NEUROG1,ADCY7,MMP9,MYC,MT-CO2,CDX1,APC,EP300,AES,TCF7L1,YWHAQ,TCF7L2,CUL1,TBL1XR1,YWHAH,AXIN2,CACNA1G,TCF4,SMARCA4,INCENP,RUVBL2,MED12,TBL1X,MITF,CHD8,DKK4,ID2,CTNNB1,BCL9,CDX4,SFN,TNIK,TCF7,CCND2,CTNNBIP1,YWHAE,TLE2,SSPO,LEF1,CAMK4,SP5,CBY1,TLE4,YWHAG,PITX2,HDAC2,CDKN2A,MMP2,VCAN,SNAI2,MDFIC,HDAC1,KCNIP4,CCND1,SKP1,MYF5,IL8,HBP1,JUN,TRRAP,NCOA2,KRT1
REGULATION OF NUCLEAR SMAD2/3 SIGNALING	SMAD2_3NUCLEARPATHWAY	SMAD4,IL5,CREB1,CREBBP,SIN3B,NCOA2,SP1,RBBP4,E2F4,TCF3,DCP1A,SKI,RBL1,MED15,FOXO4,GATA3,SP3,HNF4A,FOXO3,IRF7,CITED1,FOXH1,MEF2C,TGIF1,SMAD7,CBFB,NR3C1,AR,E2F5,CTBP1,RUNX1,EP300,RUNX3,SAP30,FOXO1,ATF3,GSC,ATF2,SMAD3,SERPINE1,ESR1,KAT2A,CDK2,KAT2B,RUNX2,MYC,CDK4,CDKN2B,MAX,PIAS4,SMAD2,SNIP1,SIN3A,TFDP1,NCOR1,NKX2-5,FOS,TFE3,TGIF2,SKIL,IGHA1,LAMC1,COL1A2,DLX1,HDAC1,FOXG1,AKT1,VDR,HDAC2,HSPA8,ZBTB17,ITGB5,IFNB1,MYOD1,SAP18,IL10,RBBP7,PIAS3,JUN,CDKN1A,NCOA1,CEBPB
REGULATION OF P38-ALPHA AND P38-BETA	P38ALPHABETAPATHWAY	LCK,PAK3,RAC1,HCK,PAK2,YES1,MAP2K3,FGR,DUSP10,RALB,LYN,CDC42,DUSP8,TAB1,SRC,DUSP16,CCM2,DUSP1,MAP2K6,MAPK14,PAK1,MAPK11,TRAF6,RALA,MAP3K3,BLK,FYN,MAP2K4,PRKG1,MAP3K12,RIPK1
REGULATION OF RAC1 ACTIVITY	RAC1_REG_PATHWAY	DOCK6,ARHGAP17,EPS8,RASGRF1,PREX2,RASGRF2,ARHGAP1,ARHGEF7,CHN2,RAC1,SOS1,KALRN,CHN1,NGEF,SPATA13,DOCK1,ARHGEF2,DEF6,ELMO1,VAV2,ARHGDIA,RACGAP1,ARHGAP9,VAV3,ARHGEF6,BCR,TRIO,ABI1,MCF2,PREX1,ABR,ARHGEF25,TIAM2,RAP1GDS1,TIAM1,DOCK2,VAV1,RALBP1
REGULATION OF RAS FAMILY ACTIVATION	RAS_PATHWAY	PRKCE,RASAL1,SOS2,RABGEF1,GRB2,RASGRF1,PRKCZ,RIN1,LGALS3,RASGRP2,HRAS,RASA4,CALM1,CALM2,CALM3,DAB2IP,RASGRP4,NF1,RASGRP1,RASA2,RASA1,PRKCA,NRAS,RASGRP3,PLCE1,PRKCB,LGALS1,KRAS,CAMK2B,SYNGAP1,RRAS,RASGRF2,SOS1
REGULATION OF RETINOBLASTOMA PROTEIN	RB_1PATHWAY	E2F2,ABL1,CKM,ELF1,ATF2,RBBP4,CDKN1B,MEF2C,MAPK9,MET,HDAC1,HDAC3,CCND3,E2F1,CDK2,PAX3,SKP2,CBX4,CDK4,CCNE1,TBP,MDM2,PPARG,SUV39H1,UBTF,MAPK11,CREBBP,TGFB2,SPI1,EP300,MITF,MYOD1,GSC,E2F3,SMARCB1,TAF1,CDKN2A,CDKN1A,CCND2,PPP2CA,CDK6,CTBP1,SFTPD,ATF7,RBP2,MAPK14,DNMT1,CEBPA,AATF,BGLAP,RAF1,SIRT1,E2F4,CEBPD,CSF2,RUNX2,PPP2R3B,TFDP1,CCND1,CEBPB,JUN,RB1,CCNA2,SMARCA4,BRD2
REGULATION OF RHOA ACTIVITY	RHOA_REG_PATHWAY	SRGAP1,ARHGAP9,OPHN1,ARHGEF5,ARHGDIA,FARP1,CDKN1B,NET1,MCF2,RGNEF,TRIO,ARHGEF12,PLEKHG6,ARHGEF10L,ARHGAP6,ARHGEF10,ARHGEF15,MYO9B,MCF2L,ABR,ARHGEF3,RHOA,ARHGDIG,ARHGEF1,VAV1,BCR,VAV2,DEF6,OBSCN,AKAP13,ARHGEF25,ARAP3,ARHGEF17,DLC1,ARHGAP35,ARAP1,ARHGEF2,ARHGEF11,NGEF,ARHGAP4,ARHGAP8,ARHGDIB,ARHGAP5,ECT2,ARHGEF18,VAV3
REGULATION OF TELOMERASE	TELOMERASEPATHWAY	RAD1,RPS6KB1,ESR1,IRF1,CDKN1B,EGFR,MAPK1,PIF1,SMG5,TERF2,ATM,YWHAE,NBN,IL2,FOS,TERT,UBE3A,ZNFX1,WRN,WT1,HDAC2,RBBP7,E2F1,RAD50,NFKB1,MYC,PTGES3,RBBP4,MAPK3,MRE11A,NR2F2,SIN3B,EGF,SP3,JUN,MXD1,HUS1,SMAD3,MAX,HSP90AA1,CCND1,POT1,TNKS,PINX1,NCL,MTOR,TERF1,BLM,SAP18,DKC1,ACD,TINF2,XRCC5,SP1,AKT1,IFNG,HDAC1,XRCC6,HNRNPC,IFNAR2,TGFB1,ABL1,RAD9A,SIN3A,PARP2,TERF2IP,SMG6,SAP30
